,spam,msg_length,msg
4558,0,52,hospital da return home evening
4559,0,90,piss talking someone realise u point read backwards
4560,0,23,think da wil
4561,0,24,awake oh
4562,0,156,good afternoon boytoy go walking day get police abstract still wake miss babe
4563,0,25,much u trying get
4564,0,73,come around lt decimal gt pm vikky otside nw il come tht time
4565,0,34,tell address
4566,0,158,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn
4567,0,208,buy blackberry bold torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g
4568,0,56,together thinkin
4569,0,112,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
4570,0,35,time come tomorrow
4571,1,156,wan na laugh try chit chat mobile logon txting word chat send cm po box london w zf p msg rcvd
4572,0,119,cha quiteamuzing scool babe probpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please
4573,0,30,omg u know ate
4574,1,142,urgent nd attempt contact u u call b csbcm wc n xx callcost ppmmobilesvary max
4575,0,24,
4576,0,45,directly behind abt row behind
4577,1,115,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music
4578,1,159,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record
4579,1,152,urgent call landline complimentary ibiza holiday cash await collection sae c po box sk wp ppm
4580,0,34,plan yet
4581,0,142,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn
4582,0,75,course math one day one chapter one month finish
4583,0,95,wow think common take back ur freak unless u chop
4584,1,126,ur chance win wkly shopping spree txt shop c www txt shop com custcare x p wk
4585,0,77,noooooooo please last thing need stress life fair
4586,1,158,u secret admirer looking make contact u find r reveal think ur special call stopsms ppm
4587,1,158,mila age blonde new uk look sex uk guy u like fun text mtalk pp txt st free increment help
4588,0,79,see swing bit got thing take care firsg
4589,0,229,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya
4590,0,44,finished work yet something
4591,0,117,tomorrow going theatre come wherever u call tell come tomorrow
4592,1,155,well done england get official poly ringtone colour flag yer mobile text tone flag opt txt eng stop box w wx
4593,0,70,right wasnt phoned someone number like
4594,0,53,ok wun b angry msg u aft come home tonight
4595,0,106,good time nice something bit different weekend change see ya soon
4596,0,30,yo sorry shower sup
4597,0,86,carlos pick swing usf little bit
4598,0,38,full heat pa applyed oil pa
4599,0,67,stuck da middle da row da right hand side da lt
4600,0,39,laid airtel line rest
4601,0,97,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
4602,1,144,freemsg txt call claim reward hour talk time use phone subscribe gbp mnth inc hr stop txtstop
4603,0,153,hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
4604,0,73,plan staying night prolly back til late
4605,0,35,thanx puttin da fone
4606,0,72,need th campus atm could pick hour two
4607,0,134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
4608,0,106,running managed minute needed oxygen might resort roller option
4609,0,35,live next lt gt min
4610,0,22,de asking like
4611,0,31,glad talking
4612,0,18,wat time finish
4613,0,54,sorry da gone mad many pending work
4614,0,29,much got cleaning
4615,0,101,hows favourite person today r u workin hard sleep last nite nearly rang u
4616,1,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
4617,0,21,called dad oredi
4618,0,89,good think could send pix would love see top bottom
4619,0,75,nvm going wear sport shoe anyway going late leh
4620,0,34,sorry call later meeting
4621,0,27,long fuckin showr
4622,0,34,received understood n acted upon
4623,0,37,finally came fix ceiling
4624,0,170,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi
4625,0,52,jus finish blowing hair u finish dinner already
4626,0,24,bus love
4627,0,54,lol knew saw dollar store
4628,1,137,please call customer service representative pm guaranteed cash prize
4629,1,165,today voda number ending selected receive reward match please call quoting claim code standard rate apply
4630,0,56,saturday sunday holiday difficult
4631,0,41,everybody fun evening miss
4632,0,89,got hella gas money want go grand nature adventure galileo little bit
4633,0,34,meeting call later
4634,0,43,oh wow thats gay firmware update help
4635,0,43,move morphine
4636,0,42,come din c yup cut hair
4637,0,26,k k pa lunch aha
4638,0,55,oh ho first time u use type word
4639,0,66,captain vijaykanth comedy captain tv drunken
4640,0,55,course guess god got hold right
4641,0,49,hide anythiing keeping distance
4642,0,7,havent
4643,1,143,ripped get mobile content www clubmoby com call poly true pix ringtones game six downloads
4644,0,27,sorry din lock keypad
4645,0,28,u got person story
4646,0,33,planning come chennai
4647,1,155,tried contact reply offer video phone anytime network min half price line rental camcorder reply call
4648,0,157,god created gap btwn ur finger dat sum vry special fill gap holding ur hand plz dont ask created much gap leg
4649,0,38,okay going sleep later
4650,0,159,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody
4651,0,135,finally happened aftr decade beer cheaper petrol goverment expects u drink drive
4652,1,156,xmas reward waiting computer randomly picked loyal mobile customer receive reward call
4653,0,22,r e meeting tmr
4654,0,48,lol yes add spice day
4655,0,32,hope great day
4656,0,80,prasanth ettans mother passed away last night pray family
4657,0,26,k work something
4658,1,136,private account statement show un redeemed point call identifier code expires
4659,0,106,message great doctor india drink appy fizz contains cancer causing age
4660,0,51,cant pick phone right pls send message
4661,0,56,call tell infront call
4662,0,13,ok prob
4663,0,33,lady first genus second k
4664,0,30,yes please swimming
4665,0,31,mum going robinson already
4666,0,35,ok set let u noe e detail later
4667,0,24,tel software name
4668,0,26,send print out da
4669,0,49,im realy soz imat mum nite moro
4670,0,159,born god said oh another idiot born god said oh competition knew one day two become freinds forever
4671,0,59,didnt get ur full msg sometext missing send
4672,0,64,probably almost gas get cash tomorrow
4673,1,152,customer service announcement recently tried make delivery unable please call schedule ref
4674,0,107,forgot ask smth card da present lei want write smth sign
4675,0,25,leaving house
4676,1,160,hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop p text
4677,0,23,ready call
4678,0,36,wewa iriver mb
4679,0,55,good thing getting connection bw
4680,0,36,sry da jst nw came home
4681,0,66,cool night lem know around
4682,0,25,staying town
4683,0,37,haha yeah oz kind shitload
4684,0,44,ok u take shopping u get paid
4685,0,160,life mean lot love life love people life world call friend call world ge
4686,0,63,alright bring see like lt gt min
4687,0,33,pls dont play others life
4688,0,17,eatin lunch
4689,0,40,hmmm give one day
4690,0,43,try g decided head
4691,0,10,ok prob
4692,0,51,surly ill give coming review
4693,0,154,march ending ready call sure problem capital never complete far work lady
4694,0,113,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
4695,0,147,pls give food preferably pap slowly load sugar take hour give water slowly
4696,1,154,urgent mobile awarded bonus caller prize nd attempt contact call box qu
4697,0,50,guy get used dumb realize
4698,0,62,okey dokey bit sorting stuff
4699,0,26,da whats plan
4700,0,9,yes fine
4701,1,132,win winner mr foley ipod exciting prize soon keep eye ur mobile visit www win co uk
4702,0,22,liked new mobile
4703,0,10,anytime
4704,0,124,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
4705,0,32,yar say got error
4706,0,24,hey anyway
4707,0,95,wow healthy old airport rd lor cant thk anything else b bathing dog later
4708,0,35,wif family booking tour package
4709,0,59,say bold torch later one torch bold
4710,0,73,haha awesome might need take doin tonight
4711,0,88,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit st salary
4712,0,77,huh slow tot u reach long ago liao u day leh
4713,0,64,thats cool princess cover face hot sticky cum
4714,0,74,big brother really scraped barrel shower social misfit
4715,0,54,oops thk dun haf enuff go check tell
4716,0,26,min go lunch
4717,0,112,hey happened u switch ur cell whole day isnt good u care give call tomorrow
4718,0,77,k addie amp art get home
4719,0,53,uncle atlanta wish guy great semester
4720,0,102,aiyo lesson early still sleepin haha okie u go home liao den confirm w lor
4721,0,77,forgot tell smth like number section clearer
4722,0,42,yup anything lor u dun wan ok
4723,0,59,home love still awake loving kiss
4724,0,32,hello peach cake tasts lush
4725,1,153,free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply
4726,0,70,minor shindig place later tonight interested
4727,0,70,jason say cool pick place like hour
4728,1,143,mobile mths update latest camera video phone free keep ur number get extra free min text text yes call
4729,0,124,career tel added u contact indyarocks com send free sm remove phonebook sm lt gt
4730,0,21,reached already
4731,0,77,dont know ask brother nothing problem thing told
4732,0,25,k eng rocking ash
4733,0,35,wat time r going xin hostel
4734,0,75,good morning dear shijutta great amp successful day
4735,1,154,buy space invader chance win orig arcade game console press game arcade std wap charge see co uk game term setting purchase
4736,0,36,oh k placement ah
4737,0,48,possession especially first offense
4738,0,175,nt driving even many reason called bbd thts chikku hw abt dvg cold heard tht vinobanagar violence hw condition hw ru problem
4739,0,237,bought test yesterday something let know exact day u ovulate get u wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
4740,0,23,pizza u want
4741,0,101,keep seeing weird shit bein woah realising actually reasonable oh
4742,0,62,many happy return day wish happy birthday
4743,0,37,ya nice ready thursday
4744,0,52,hospital da return home evening
4745,0,18,thinking u x
4746,1,106,camera awarded sipix digital camera call fromm landline delivery within day
4747,0,42,orh tot u say still dun believe
4748,0,79,put sign choose number pin show right
4749,0,133,beauty life next second hide thousand secret wish every second wonderful ur life gud n
4750,0,91,thanx u darlin im cool thanx bday drink nite morrow take care c u soon xxx
4751,0,99,still maybe leave credit card get gas get back like told
4752,1,160,weekly cool mob tone ready download week new tone include crazy frog axel f akon lonely black eyed dont p info n
4753,0,62,well boy glad g wasted night applebees nothing
4754,1,155,cashbin co uk get lot cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away
4755,0,34,ok lor u wan go look u
4756,0,40,u wan haf lunch da canteen
4757,0,157,make life stressfull always find time laugh may add year life surely add life ur year gud ni swt dream
4758,0,133,hey look like wrong one kappa guy number still phone want text see around
4759,1,143,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
4760,1,138,thanks continued support question week enter u draw cash name new u president txt an
4761,0,56,home doc gave pain med say everything fine
4762,0,89,ard rest ard least price bedrm
4763,0,31,lovely night xxx
4764,0,26,prepare pleasured
4765,0,83,hi technical support providing assistance u customer call email
4766,0,76,text way cup stop work bus
4767,0,22,whens radio show
4768,1,89,unique user id removal send stop customer service
4769,0,42,sure still available though
4770,0,120,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
4771,0,62,cheer lou yeah goodnite shame u neva came c ya gailxx
4772,0,24,hi got money da
4773,0,158,hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com
4774,0,46,ok u tell wat time u coming later lor
4775,0,61,u repeat e instruction wat e road name ur house
4776,0,156,many people seems special first sight remain special till last sight maintain till life end sh jas
4777,0,53,quite lor dun tell wait get complacent
4778,0,73,sorry completely forgot pop em round week still
4779,0,87,u r beautiful girl ive ever seen u r baby come c common room
4780,0,74,cant see join denis mina denis want alone time
4781,0,58,sen told going join uncle finance cbe
4782,0,80,yup hey one day fri ask miwa jiayin take leave go karaoke
4783,0,32,call senthil hsbc
4784,0,147,especially since talk boston personal statement lol woulda changed realized said nyc say boston
4785,0,51,indeed way either
4786,1,146,urgent call landline complimentary ibiza holiday cash await collection sae c po box sk wp ppm
4787,0,45,holy living christ taking long
4788,0,28,thk wat eat tonight
4789,0,157,thanx yup coming back sun finish dinner going back hotel time fly tog exactly mth today hope haf many mths come
4790,0,56,opposite side dropped
4791,0,68,yup izzit still raining heavily co e mrt c outside
4792,0,22,send resume
4793,0,22,gd luck ur exam
4794,0,84,u ask next sat make ok lor
4795,0,43,sorry uncle keep touch
4796,0,62,saw guy doll last night patrick swayze great
4797,1,135,urgent nd attempt contact u prize yesterday still awaiting collection claim call
4798,1,158,santa calling would little one like call santa xmas eve call book time call ppm last min c www santacalling com
4799,0,46,come home want u miserable
4800,0,47,dont know getting message
4801,0,151,cool tyler take gon na buy drop place later tonight total order quarter got enough
4802,0,240,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired
4803,0,45,reverse cheating mathematics
4804,0,30,plan manage
4805,0,110,er hello thing quite go plan limping slowly home followed aa exhaust hanging
4806,0,32,sorry delay yes master
4807,0,43,call u finish come n pick u
4808,1,153,private account statement show unredeemed bonus point claim call identifier code expires
4809,0,110,oga left phone home saw ur message hope good great weekend
4810,0,201,worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill
4811,0,151,honey pls find much sell predicte nigeria many time used important reply monday
4812,0,86,e admin building might b slightly earlier call u reaching
4813,0,46,fyi usf swing room whenever
4814,0,41,call lt gt min thats ok
4815,0,84,ummmmmaah many many happy return day dear sweet heart happy birthday dear
4816,0,28,home work meh
4817,0,98,anything valuable situation first getting second loosing
4818,0,86,mark taking forever pick prescription pain coming back
4819,0,15,ur paper
4820,0,37,got smaller capacity one quite ex
4821,1,69,check choose babe video sm shsex netun fgkslpopw fgkslpo
4822,0,42,im good thinking
4823,1,151,u r winner u ave specially selected receive cash holiday flight inc speak live operator claim p min
4824,0,7,
4825,0,111,thought bout drink tap spile seven pub gas st broad st canal ok
4826,0,42,going sleep tired travel
4827,0,29,haha thinkin
4828,0,68,yup giving problem mayb jus leave
4829,0,62,lol trying make day little interesting
4830,0,69,long get reply defer admission til next semester
4831,0,139,word checkmate chess come persian phrase shah maat mean king dead goodmorning good day
4832,0,38,po de need job aha
4833,0,46,rat hey u ever vote next theme
4834,1,152,new mobile must go txt nokia collect today www tc biz optout gbp mtmsg txtauction
4835,0,29,hope pee burn tonite
4836,0,121,oh rite well im best mate pete went week geva longer week
4837,0,33,yay wait party together
4838,0,42,photoshop make computer shut
4839,0,89,boy made fun today ok problem sent one message fun
4840,0,74,one issue california okay snow manageable
4841,1,135,private account statement show un redeemed point call identifier code expires
4842,0,71,hmmm mayb try e shoppin area one forgot e name hotel
4843,0,45,awesome gon na soon later tonight
4844,0,37,need detail online job
4845,1,135,valued vodafone customer computer picked win prize collect easy call
4846,0,33,missing pray inshah allah
4847,0,54,pls help tell ashley cant find number oh
4848,0,69,escape theatre going watch kavalan minute
4849,0,43,increase chance winning
4850,0,81,either way work lt gt year old hope doesnt bother
4851,0,53,maybe find something else instead
4852,0,76,gain right wife dont demand trying husband let see
4853,0,22,liked new house
4854,0,27,fine hope also
4855,0,109,also north carolina texas atm would go gre site pay test result sent
4856,0,12,u
4857,0,44,yes baby need stretch open pussy
4858,0,58,thanks bomb date phone wanted say
4859,0,5,ok
4860,0,121,hey guy know breathing neck get bud anyway able get half track usf tonight
4861,0,152,response one powerful weapon occupy place others heart always give response care u gud night swt dream take care
4862,0,22,nokia phone lovly
4863,1,159,free message thanks using auction subscription service p msgrcvd skip auction txt unsubscribe txt stop customercare
4864,1,95,bored housewife chat n date bt national rate p min landline
4865,0,58,sorry da today wont come play driving clas
4866,0,40,really sorry lit hair fire
4867,0,297,oh shit thought trip loooooool make much sense grin sofa reference sleep couch link sent went trip oh babe go celebration rent
4868,0,39,okey dokey swashbuckling stuff oh
4869,0,92,watching cartoon listening music amp eve go temple amp church u
4870,0,158,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face lt gt joker face
4871,0,82,dip cell dead coming u better respond else shall come back
4872,0,35,well know mean texting
4873,0,65,hi dis yijue would happy work wif gek
4874,0,27,lol oops sorry fun
4875,0,32,wat happened cruise thing
4876,0,85,know dat feelin pete wuld get em nuther place nuther time mayb
4877,1,137,lyricalladie f inviting friend reply yes see www sm ac u hmmross stop send stop frnd
4878,0,126,world happiest frnds never character dey best understanding difference
4879,1,147,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friend p tone reply hl info
4880,0,75,yeah open chat click friend list make list easy pie
4881,0,92,alright tyler got minor crisis home sooner thought asap
4882,0,27,pick
4883,0,35,usual u call ard smth
4884,0,145,new theory argument win situation loses person dont argue ur friend kick amp say always correct
4885,0,113,many thing antibiotic used chest abdomen gynae infection even bone infection
4886,0,31,poor girl go one day lmao
4887,0,22,time
4888,1,148,today vodafone number ending selected receive award number match call receive award
4889,0,166,pls make note exposed also find school anyone else vomiting dog cat house let know later
4890,0,276,japanese proverb one u none u must indian version one let none leave finally kerala version one stop none make strike
4891,0,171,sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath
4892,0,76,worse us half way stop better complete
4893,0,158,miserable tell u side effect birth control massive gut wrenching cramp first month sleep last night
4894,0,22,send new number
4895,0,24,convey regard
4896,1,132,want latest video handset anytime network min half price line rental reply call delivery tomorrow
4897,0,44,half year missed friendship
4898,0,51,cant pick phone right pls send message
4899,0,44,oh fuck sake like tallahassee
4900,0,47,haha first person gon na ask
4901,1,145,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
4902,0,44,taka lor wat time u wan come n look u
4903,1,134,free polyphonic ringtone text super get free poly tone week sn pobox nr z subscription pw
4904,0,32,reaching another stop
4905,0,415,mean post wrote like many time ritten stuff let sit feeling time angry left hit send stop checked phone got car said sleep bored time clean fold laundry etc least make bed
4906,1,181,warner village c colin farrell swat wkend warner village get free med popcorn show msg ticket kiosk valid c c kiosk reply sony mre film offer
4907,0,32,come online today night
4908,0,22,anything special
4909,0,40,solihull want anything
4910,0,24,good day
4911,0,160,regret inform u nh made mistake u never actually born please report yor local hospital b terminated r sorry inconvenience
4912,0,80,love holiday monday feeling even go dentist hour
4913,0,27,way tirupur
4914,1,155,goal arsenal henry v liverpool henry score simple shot yard pas bergkamp give arsenal goal margin min
4915,0,237,already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
4916,0,134,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
4917,0,33,dropped em omw back
4918,1,153,nd time tried contact u u pound prize claim easy call p per min bt national rate
4919,0,80,sitting mu waiting everyone get suite take shower
4920,0,45,call see facebook huh
4921,0,48,g say never answer text confirm deny
4922,0,148,common hearin r u wat r u ur day let ask u something different u smile today gud evng
4923,0,156,hi dear call urgnt know whats problem want work problem least tell wating reply
4924,0,38,oh yah never cancel leh haha
4925,0,49,go e normal pilate intro
4926,0,38,ok let u noe leave house
4927,0,48,oh yes like torture watching england
4928,0,22,wan na art
4929,0,96,hopeing pissed remember gone sister something
4930,1,159,got take take part wrc rally oz u lucozade energy text rally le p see pack lucozade co uk wrc itcould u
4931,1,124,hi sexychat girl waiting text text great night chatting send stop stop service
4932,0,149,good morning boytoy yummy lip sexy bun think crave need
4933,0,37,match started india lt gt
4934,0,22,free call sir
4935,0,33,hey want anything buy
4936,0,83,hey babe going ever figure going new year
4937,0,24,k k congratulation
4938,0,38,g want know fuck
4939,0,129,cancelled yeah baby well sound important understand darlin give ring later fone love kate x
4940,0,85,tomarrow want got court lt decimal gt come bus stand
4941,0,45,go home liao ask dad pick
4942,0,87,omg make wedding chapel frontierville get good stuff
4943,0,106,eatin lor goin back work soon e mountain deer show huh watch b liao nice
4944,0,95,check mail mailed varma kept copy regarding membership take care insha allah
4945,0,86,wrong phone phone answer one assume people well
4946,0,107,anyway think secure anything lem know want drive south chill
4947,0,40,already back home probably
4948,1,118,great news call freefone claim guaranteed cash gift speak live operator
4949,1,137,hi amy sending free phone number couple day give access adult party
4950,0,33,bus way calicut
4951,0,146,hi probably much fun get message thought id txt u co im bored james farting night
4952,0,136,hi baby im sat bloody bus mo wont home wan na somethin later call later ortxt back jess xx
4953,1,140,welcome select service added benefit call specially trained advisor free mobile dialling
4954,0,100,lost pound since doc visit last week woot woot gon na celebrate stuffing face
4955,0,64,u coming back dinner rite dad ask confirm wif u
4956,0,73,master buy bb co sale bf
4957,0,146,ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im
4958,0,39,vivek got call number
4959,0,32,u call lunch
4960,0,65,mean left early check co working
4961,0,41,want lt gt r da
4962,0,152,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
4963,0,9,yup ok
4964,0,34,want see pretty pussy
4965,1,153,dear voucher holder next meal u use following link pc enjoy dining experiencehttp www vouch com etlp dining asp
4966,0,66,people game mall iouri kaila
4967,1,159,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
4968,1,135,donate unicef asian tsunami disaster support fund texting donate added next bill
4969,0,133,future planned tomorrow result today best present enjoy future
4970,0,125,cme want go ho morow wil cme got dear didnt say time
4971,0,132,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
4972,0,44,hey come online use msn
4973,0,42,fine hope good take care
4974,0,142,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
4975,0,62,aiyo u poor thing u dun wan eat u bathe already
4976,0,54,yar tot u knew dis would happen long ago already
4977,0,54,gorgeous keep pix cumming thank
4978,0,54,boy late home father power frndship
4979,0,89,jade paul u txt u remember barmed want talk u txt
4980,0,111,spending new year brother family let plan meet next week ready spoiled
4981,0,22,u today
4982,0,22,said okay sorry
4983,0,57,slept thinkthis time lt gt pm dangerous
4984,0,24,networking job
4985,1,138,goldviking inviting friend reply yes see www sm ac u goldviking stop send stop frnd
4986,0,38,dont let studying stress l r
4987,0,32,u haf keep busy
4988,0,70,rushing working school rush go hungry
4989,0,25,channel
4990,0,96,telling coulda real valentine u never pick nothing
4991,1,175,phony award today voda number ending xxxx selected receive award match please call quoting claim code standard rate app
4992,0,95,made eta taunton planned hope still okday good see xx
4993,0,27,hungry buy smth home
4994,0,150,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink town cud go watershd bit ppl fromwrk bthere love petexxx
4995,0,42,drive read need write
4996,0,61,looked addie go back monday suck
4997,0,51,happy new year hope good semester
4998,0,28,esplanade lor else
4999,0,22,talk
5000,0,26,hmph go head big baller
5001,0,78,well like actually called someone punto woulda worse
5002,0,51,nope since ayo travelled forgotten guy
5003,0,42,still around looking pick later
5004,1,166,cd u congratulation ur awarded cd gift voucher gift guaranteed freeentry wkly draw xt music tncs www ldew com win ppmx age
5005,0,247,someone year lt gt toyota camry like mr olayiwola mileage lt gt k clean need know much sell raise dough soon landing sell holla back
5006,0,81,guess pub im im happy pig clover whatever saying
5007,0,15,ill b soon
5008,0,28,oh k come tomorrow
5009,0,28,go fool dont cheat others ok
5010,0,78,mobile number pls sm ur mail id convey regard achan amma rakhesh qatar
5011,0,60,way rencontre meet mountain dont
5012,1,154,guaranteed cash prize claim yr prize call customer service representative pm cost p
5013,0,59,u attend ur driving lesson many time wk n day
5014,0,59,uncle g checking rewarding month
5015,0,146,hello boytoy geeee missing today like send tm remind thinking loved loving kiss
5016,0,73,think two still need get cash def ready
5017,0,46,hey gal u wan na meet dinner n te
5018,1,154,dear xxxxxxx u invited xchat final attempt contact u txt chat p msgrcvdhg suite land row w j hl ldn yr
5019,0,152,babe talking think good boy missing love
5020,0,31,great office today
5021,0,66,cool last little getting time soon
5022,0,19,sad puppy noise
5023,0,57,yes possible dint try pls dont tell one k
5024,0,100,anyway holla whenever around need excuse go creep people sarasota
5025,0,22,happen
5026,0,44,gon na ask lol think
5027,1,146,ur cash balance currently pound maximize ur cash send go p meg cc hg suite land row w j hl
5028,1,133,private account statement show un redeemed point call identifier code xx expires
5029,0,67,go chase run crossing street
5030,1,126,like tell deepest darkest fantasy call p min stop text call nat rate
5031,0,84,coming friday leave pongal get news work place
5032,0,48,hey inconvenient si huh
5033,0,43,ok vl u know got adsense approved
5034,0,69,really good see day dudette missing
5035,0,27,want go perumbavoor
5036,0,72,many time told stage use laugh listen aha
5037,1,149,believe true incredible txts reply g learn truly amazing thing blow mind fwd p txt
5038,0,28,hear
5039,0,133,thanks talk saturday dear cherish brother role model
5040,0,98,pls clarify back open return ticket preponed go back kerala
5041,1,135,natalie f inviting friend reply yes see www sm ac u natalie k stop send stop frnd
5042,0,70,ran younger man make pretty baby together
5043,1,109,jamster get free wallpaper text heart c apply need help call
5044,0,41,ic lol play door sometime yo
5045,0,111,dunno dad said coming home bring u lunch yup go w u lor call u reach school lor
5046,0,97,sent jd customer service cum account executive ur mail id detail contact u
5047,0,89,desire u going doctor liver get bit stylish get ur hair managed thats
5048,0,31,hmmm still dont opener
5049,0,89,yeah basically time next week get away mom amp get
5050,0,155,edison rightly said fool ask question wise man answer know u speechless viva gm gn ge gnt
5051,0,43,vote wherever heart guide
5052,0,46,si lor juz watched italian job
5053,0,111,tick tick tick could die loneliness know pout stomp foot need
5054,0,27,lmao know well
5055,1,159,double min double txt price linerental latest orange bluetooth mobile call mobileupd latest offer call optout lf
5056,0,175,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
5057,0,42,goodnight da thangam really miss u dear
5058,0,138,hey next sun basic yoga course bugis go pilate intro next sat tell time r free
5059,0,50,geeeee internet really bad today eh
5060,1,145,free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout
5061,0,30,think disturbing da
5062,0,49,sorry call later meeting sir
5063,0,91,havent stuck orchard dad car going dinner u leh r free tonight
5064,0,36,ok also wan watch e pm show
5065,0,30,dunno lei like dun haf
5066,0,63,brother transfered lt gt lt gt pa
5067,0,119,call later afternoon onwords mtnl service get problem south mumbai hear cann listen
5068,1,131,uk break accommodationvouchers term condition apply claim mustprovide claim number
5069,0,26,talk g x
5070,0,82,hai dear friend new amp present number rajitha raj ranju
5071,1,160,p alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
5072,0,23,different style
5073,1,135,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
5074,0,53,gud ni dear slp well take care swt dream muah
5075,0,66,want sent lt gt mesages today thats sorry hurt
5076,1,130,nd attempt contract u week top prize either cash prize call
5077,0,62,well glad find totally disagreeable lol
5078,0,74,guy flash go call call madam take care oh
5079,1,158,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
5080,0,93,mark work tomorrow get work house meet u afterwards
5081,0,350,keep ur problem ur heart b coz nobody fight u u amp u fight ur self amp win battle vivekanand g sd ham yeah give call got minute ham hi babe uawake feellikw shit justfound via aletter thatmum gotmarried thnov behind ourbacks fuckinnice selfish deviousbitch anyway l call u
5082,0,256,amazing rearrange letter give meaning dormitory dirty room astronomer moon starer eye see election result lie let recount mother law woman hitler eleven plus two twelve plus one amazing
5083,0,50,aiya discus later lar pick
5084,0,21,hey happy birthday
5085,0,51,sorry missed call please call back
5086,0,85,omg one thing another cat worm bad day end
5087,0,94,good morning im suffering fever dysentry able come office today
5088,0,22,wont anything de
5089,0,31,type stuff sing
5090,0,24,st andre virgil cream
5091,0,46,check room befor activity
5092,0,65,fri ah okie lor goin drivin den go shoppin tt
5093,0,32,gokila talking aha
5094,0,120,hi shanil rakhesh thanks exchanged uncut diamond stuff leaving back excellent service dino prem
5095,0,36,k k month kotees birthday know
5096,0,71,really really broke oh amount small even lt gt
5097,0,70,sorry mate phone didnt write love kate
5098,1,149,themob hit link get premium pink panther game new sugababes crazy zebra animation badass hoody wallpaper free
5099,0,166,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited tho may come co money
5100,0,32,aight call close
5101,0,41,nope thats fine might nap tho
5102,1,153,msg mobile content order resent previous attempt failed due network error query customersqueries netvision uk com
5103,0,98,news hassling get weed week andres money haughaighgtujhyguj
5104,0,446,boy loved gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decided aproach gal dt time truck speeding towards gal wn hit girl boy ran like hell n saved asked hw cn u run fast boy replied boost secret energy n instantly girl shouted energy n thy lived happily gthr drinking boost evrydy moral story hv free msg gud ni
5105,0,150,wnt buy bmw car urgently vry urgent hv shortage lt gt lac source arng dis amt lt gt lac thats prob
5106,0,47,ding ya break fassyole blacko londn
5107,0,57,really need kiss u miss u baby ur baby eva
5108,0,154,sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
5109,0,33,oh got many responsibility
5110,1,47,new message please call
5111,0,27,reached sch already
5112,1,159,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
5113,0,91,u definitely need module e humanity dis sem izzit u wan take module st
5114,0,39,argh fuck nobody town
